id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v8-273-0,HARLEBECK,"HARLEBECK, (Géog.)​ petite place de la Flandre autrichienne, sur la Lys, à une lieue de Courtrai, sept S. O. de Gand. Long. 21. 1. latit. 50. 52. (D. J.)​","[[""50 52' N 21 1' E""]]",,50 52' N 21 1' E,50 52' N 21 1' E
v8-274-0,HARLECH,"HARLECH, (Géog.)​ petite ville d’Angleterre, capitale du Mérionesthire, dans la province de Gal-​les, à 168 milles de Londres. Long. 13. 20. lat. 52. 55. (D. J.)​","[[""52 55' N 13 20' E""]]",,52 55' N 13 20' E,52 55' N 13 20' O
v8-2751-0,JONQUIERES,"JONQUIERES, (Géog.)​ petite ville de France en Provence, à 5 lieues S. O. d’Aix, & autant de Marseille ; long. 22. 45. lat. 43. 20. (D. J.)​","[[""43 20' N 22 45' E""]]",,43 20' N 22 45' E,43 20' N 22 45' E
v8-276-0,HARLINGEN,"HARLINGEN, Harlinga, (Géog.)​ ville forte & maritime des Provinces Unies, dans la Frise, dont elle est, après Leuwarde, la plus grande, la plus peuplée, & la plus riche ; elle est gouvernée par un sénat de huit bourguemestres, & a un port qui la rend commerçante. Sa position est à une lieue O. de Francker, quatre S. O. de Leuwarden, six N. de Straveren. Long. 23. lat. 53. 12. (D. J.)​","[[""53 12' N 23 E""]]",,53 12' N 23 E,53 12' N 23 E
v8-2799-0,IPSALA,"IPSALA, (Géog.)​ selon Léunclavius, ville de la Turquie européenne dans la Romanie, avec un archevêché grec, sur la riviere de Larisse, à 22 lieue, sud-ouest d’Andrinople, 8 sud ouest de Trajanopolis 50 sud-ouest de Constantinople. Long. 43. 55. lat. 40. 57. (D. J.)​","[[""40 57' N 43 55' E""]]",,40 57' N 43 55' E,40 57' N 43 55' E
v8-2841-0,IRWIN,"IRWIN, (Géog.)​ Irva, ville d’Ecosse, capitale de la province de Cuningham, avec un port qui ne peut servir qu’à des barques ; elle est sur la riviere de même nom, à 21 lieues S. O. d’Edimbourg, 107 N. O. de Londres. Long. 12. 50. lat. 56. 5. (D. J.)​","[[""56 5' N 12 50' E""]]",,56 5' N 12 50' E,56 5' N 12 50' O
v8-2853-0,ISCHIA,"ISCHIA, (Géog.)​ ville d’Italie, capitale de l’isle de même nom, au royaume de Naples, avec un évêché suffragant de Naples, & une bonne forteresse, où Alphonse, fils de Ferdinand, roi de Naples, vint se réfugier, après avoir été privé de la couronne. Long. 31. 30. lat. 40. 50. (D. J.)​","[[""40 50' N 31 30' E""]]",,40 50' N 31 30' E,40 50' N 31 30' E
v8-2868-0,ISERNIA,"ISERNIA, (Géog.)​ ville d’Italie au royaume de Naples, dans le comté de Molisse, avec un évêché suffragant de Capoue ; elle est au pié de l’Apennin, à 14 lieues N. E. de Capoue, 21 N. E. de Naples, 50 de Molisse. Long. 31. 55. lat. 41. 42.


C’est la patrie de Pierre Célestin, qui institua l’ordre qui porte son nom. Il fut à peine élu pape, qu’il abdiqua le pontificat, & Boniface VIII. son successeur, l’enferma au château de Fumon, où il mourut en 1296, âgé de 81 ans. Un pape le fit périr, un autre pape, Clément V, le canonisa sept ans après. (D. J.)​","[[""41 42' N 31 55' E""]]",,41 42' N 31 55' E,41 42' N 31 55' E
v8-3-0,HABAR,"HABAR, s. f. (Géogr.)​ ancienne ville de Perse aujourd’hui ruinée, sur la route de Sultanie à Kom, dans l’Irac-Agemi ; c’est vraissemblablement la même ville qui est nommée Ebher ou Ebcher dans les cartes de M. de Lisle & d’Oléarius. Long. 67. lat. 36. 12. (D. J.)​","[[""36 12' N 67 E""]]",,36 12' N 67 E,36 12' N 67 E
v8-341-0,HATTEM,"HATTEM, Hattemum, (Géog.)​ petite ville ruinée des Provinces-Unies au duché de Gueldres, sur l’Issel, à deux lieues de Zwol, entre Déventer & Campen. Les François la prirert en 1672, & l’abandonnerent après en avoir démoli les fortifications. Long. 23. 35. lat. 52. 30. (D. J.)​","[[""52 30' N 23 35' E""]]",,52 30' N 23 35' E,52 30' N 23 35' E
v8-478-0,HEIDENHEIM,"HEIDENHEIM, (Géog.)​ ville d’Allemagne en Suabe, sur la Brentz, dans le Bruntzthal, avec un château appartenant à la maison de Wirtemberg, à 5 milles d’Ulm, N. E. Long. 31. 54. lat. 48. 37. (D. J.)​","[[""48 37' N 31 54' E""]]",,48 37' N 31 54' E,48 37' N 31 54' E
v8-497-0,HELAVERDE,"HELAVERDE, (Géog.)​ ville d’Asie dans la Perse, selon les géographes du pays cités par Tavernier. Sa long. est à 91. 30. lat. 35. 15. (D. J.)​","[[""35 15' N 91 30' E""]]",,35 15' N 91 30' E,35 15' N 91 30' E
v8-546-0,HELMONT,"HELMONT, (Géog.)​ petite ville des Pays-Bas dans le Brabant Hollandois, au quartier du Peelland, avec un château sur l’Aa, à 7 lieues E. de Bois-le-duc, 6 S. O. de Grave, 28 N. E. de Bruxelles. Long. 23. 12. lat. 51. 31. (D. J.)​","[[""51 31' N 23 12' E""]]",,51 31' N 23 12' E,51 31' N 23 12' E
v8-685-0,HÉRENTHALS,"HÉRENTHALS, (Géog.)​ c’est-à-dire la vallée des seigneurs, bourgade des Pays-Bas Autrichiens dans le Brabant, au quartier d’Anvers, bâtie par Henri duc de Brabant en 1212 sur la Nettre. Long. 22. 26. lat. 51. 9. (D. J.)​","[[""51 9' N 22 26' E""]]",,51 9' N 22 26' E,51 9' N 22 26' E
v8-741-0,HERNOSAND,"HERNOSAND, (Géog.)​ ville maritime de Suede, au golfe de Bothnie dans l’Angermanie. Long. 35. 15. lat. 61. 45. (D. J.)​","[[""61 45' N 35 15' E""]]",,61 45' N 35 15' E,61 45' N 35 15' E
v8-773-0,HESDIN,"HESDIN, (Géog.)​ ville forte des Pays-bas françois, au comté d’Artois ; Louis XIII. la prit en 1639, & elle fut cédée à la France par la paix des Pyrénées en 1659. Elle doit sa fondation à Philibert, général de l’armée impériale dans les Pays-bas, qui détruisit le vieil Hesdin en 1653, pour rebâtir le nouvel Hesdin à une lieue au-dessous. Elle est sur la Canche, à 9 lieues S. O. de S. Omer, 10 N. E. d’Arras, 40 N. O. de Paris. Long. 19. 48. lat. 52. 22. (D. J.)​","[[""52 22' N 19 48' E""]]",,52 22' N 19 48' E,52 22' N 19 48' E
v8-80-0,HAESBROUK,"HAESBROUK, (Géog.)​ petite ville de Flandre, à deux lieues d’Aire. Longit. 20. 4. latit. 50. 40. (D. J.)​","[[""50 40' N 20 4' E""]]",,50 40' N 20 4' E,50 40' N 20 4' E
v8-807-0,HEUSDEN,"HEUSDEN, (Géog.)​ ville forte des Provinces-Unies, dans la Hollande, sur la Meuse, à 3 lieues N. O. de Bois-le-Duc, 2 S. O. de Bommel. Long. 22. 38. lat. 51. 47.


Gysbert & Paul Voët pere & fis, étoient d’Heusden ; le premier est ce rigide calviniste, professeur en Théologie à Utrecht, qui soutint contre Desmarets, une guerre des plus longues & des plus furieuses. Il s’agissoit d’une conciliation que les magistrats de Bois-le-Duc avoient faite entre les Protestans & les Catholiques de leur ville, pour assister ensemble amicalement à la confrairie de la Vierge, en retranchant les cérémonies qui pouvoient déplaire aux Réformés. Desmarets fit l’apologie des magistrats, & Voët fulmina contre l’apologiste : les curateurs de Groningue & d’Utrecht offrirent en​ vain leur médiation aux deux athletes ; ils ne se réunirent au bout de 20 ans de combats, que pour attaquer Coccejus, & le traiter d’hérétique, parce que ce bon homme, dont l’étude perpétuelle hébraïque avoit épuisé l’esprit, s’étoit trop dévoué à des interprétations mystiques de l’Ecriture. Au milieu de tant de disputes, Gysbert Voët prolongea sa carriere jusqu’à 87 ans ; il enterra Desmarets, Coccejus, & Descartes, dont il avoit aussi attaqué la philosophie ; il ne mourut que le premier Novembre 1676.


Paul Voët n’épousa point les querelles de son pere ; il étudia le Droit, & publia dans cette science de bons ouvrages, qui ont encore été effacés depuis par ceux de son fils Jean Voët, un des hommes des plus savans de l’Europe dans le Droit Civil ; on connoît l’excellent commentaire qu’il a donné sur les Pandectes. (D. J.)​","[[""51 47' N 22 38' E""]]",,51 47' N 22 38' E,51 47' N 22 38' E
v8-846-0,HIERES,"HIERES, (Géog.)​ en latin Olbia Areæ, ville de France en Provence, au diocese de Toulon : son terroir & les environs sont délicieux pour la bonté & la beauté des fruits ; mais son port qui lui seroit aujourd’hui d’une grande ressource, s’est comblé depuis long-tems, & la mer s’est retirée plus de deux mille pas ; cette ville est à 5 lieues de Toulon, 179. S. E. de Paris. Long. 23d. 48′. 11″. lat. 43d. 7′. 23″.


Massillon, dit M. de Voltaire, « né dans la ville d’Hieres en 1663, prêtre de l’Oratoire, évêque de Clermont, le prédicateur qui a le mieux connu le monde, plus fleuri que Bourdaloue, plus agréable, & dont l’éloquence sent l’homme de cour, l’académicien & l’homme d’esprit, de plus philosophe modéré & tolérant, mourut en 1742 ». Ses sermons & ses autres ouvrages qui consistent en Discours, Panégyriques, Oraisons funébres, Conférences ecclésiastiques, &c. ont été imprimés en quatorze volumes in-12. (D. J.)​","[['43 7\' 23"" N 23 48\' 11"" E']]",,"43 7' 23"" N 23 48' 11"" E","43 7' 23"" N 23 48' 11"" E"
v8-92-0,"HAGR ou HAGIAR, ou HAGIAZ","HAGR ou HAGIAR, ou HAGIAZ, (Géogr.)​ ville de l’Arabie Heureuse en Asie dans la province d’Hagias, à 35 lieues N. de Médine. Cette ville paroît être celle que Ptolomée & Strabon appellent Petra deserti ; elle fournit son nom à l’Arabie Petrée ; les sultans de Syrie & d’Egypte l’ont possédée long-tems. Voyez Petra. Nassireddin lui donne 83d. 30′. de long. & 25d. 15′. de latitude septentrionale. (D. J.)​","[[""25 15' N 83 30' E""]]",,25 15' N 83 30' E,25 15' N 83 30' E
v9-105-0,IVRY,"IVRY, (Géog.)​ bourg de France en Normandie, entre Anet & Pacy, avec une abbaye de bénédictins fondée en 1077 ; c’est dans la plaine de ce lieu, près des bords de l’Iton & des rives de l’Eure, que se donna la bataille d’Ivry gagnée par Henri IV. contre les Ligueurs, le 14 Mais 1590 ; & c’est dans cette journée mémorable que ce prince dit à ses troupes : « ralliez-vous à mon panache blanc, vous le verrez toujours au chemin de l’hon-​neur & de la gloire ». Ivry est dans le diocèse d’Evreux ; ses noms latins sont Ibreium, Ibrea, Ibreia, Ivereium, Ibericum, Iberium, & par bien des gens Ibriacum. Il est sur l’Eure, à 4 lieues de Dreux, 15 de Paris. Long. 19. 10. lat. 48. 46. (D. J.)​","[[""48 46' N 19 10' E""]]",,48 46' N 19 10' E,48 46' N 19 10' E
v9-1052-0,"LAUFFEN, Laviacum","LAUFFEN, Laviacum, (Géog.)​ petite ville de​Suisse, dans la seigneurie de Zwingen, au canton de Bâle.


Il ne faut pas confondre ce lieu avec un village de Suisse, au canton de Zurich, à une petite lieue au-dessous de Schaffouse. C’est dans ce village de Lauffen qu’on voit la fameuse cataracte du Rhin, où l’eau tombant d’environ 40 coudées de haut, se précipite entre des rochers, avec un très-grand bruit.


Il y a un autre Lauffen, bourg d’Allemagne en Franconie, sur la Prégnitz, à 4 lieues de Nuremberg.


Enfin il y a un Lauffen en Souabe, au duché de Wirtemberg, sur le Necker, à 2 lieues d’Hailbron. Long. 26. 56. lat. 49. 11. (D. J.)​","[[""49 11' N 26 56' E""]]",,49 11' N 26 56' E,49 11' N 26 56' E
v9-1067-0,"LAURENT LES CHALONS, St","LAURENT LES CHALONS, St (Géog.)​ ville de France en Bourgogne, au diocèse de Châlons, dans le comté d’Auxonne. Louis X I. y avoit établi un parlement qui a été uni à celui de Dijon ; cette ville est en partie dans une île, en partie sur la Sône, à une lieue E. de Châlons, 15 N. E. de Dijon. Long. 22. 26. lat. 46. 45. (D. J.)​","[[""46 45' N 22 26' E""]]",,46 45' N 22 26' E,46 45' N 22 26' E
v9-1080-0,"LAUTERBOURG, Lautraburgum","LAUTERBOURG, Lautraburgum, (Géog.)​ petite ville de France en basse Alsace sur la Lauter, à demi-lieue du Rhin, 10 N. E. de Strasbourg. Long. 26. 47. lat. 48. 55.","[[""48 55' N 26 47' E""]]",,48 55' N 26 47' E,48 55' N 26 47' E
v9-1126-0,"LEBUS, ou LEBUSS, Lebussa","LEBUS, ou LEBUSS, Lebussa, (Géog)​ petite ville d’Allemagne, dans le cercle de la haute Saxe, au marquisat de Brandebourg, avec un évêché, autrefois suffragant de Gnesne, qui a été sécularisé en 1556, pour la maison de Brandebourg. Elle est sur l’Oder, à huit lieues de Custrin, & à deux de Francfort. Voyez sur cette ville Zeyler, Brandb. Topog. p. 71, & Chytræi, Saxonia, p. 955. Long. 32. 30. lat. 52. 28. (D. J.)​","[[""52 28' N 32 30' E""]]",,52 28' N 32 30' E,52 28' N 32 30' E
v9-1149-0,LEDESMA,"LEDESMA, (Géogr.)​ forte ville d’Espagne au royaume de Léon, sur la riviere de Tormes, avec une jurisdiction considérable, à 8 lieues S. O. de Salamanque. Elle est ancienne, & paroît avoir été connue des Romains sous le nom de Bletisa. Sa longit. 12. 10. latit. 47. 2. (D. J.)​","[[""47 2' N 12 10' E""]]",,47 2' N 12 10' E,47 2' N 12 10' O
v9-1151-0,LEEDS,"LEEDS, (Géog.)​ ville d’Angleterre en Yorckshire, avec titre de duché, autrefois la résidence des rois de Northumberland, durant l’heptarchie. Elle est sur la riviere d’Are, à 20 milles S. O. d’Yorck, 139 N. O. de Londres. Long. 15. 58. latit. 53. 43. (D. J.)​","[[""53 43' N 15 58' E""]]",,53 43' N 15 58' E,53 43' N 15 58' O
v9-1195-0,LEISNICK,"LEISNICK, (Géog.)​ petite ville d’Allemagne, dans l’électorat de Saxe en Misnie, à 4 milles de Meissen, & à 5 de Leipsick sur la Mulde. Long. 30. lat. 51. 18.","[[""51 18' N 30 E""]]",,51 18' N 30 E,51 18' N 30 E
v9-1221-0,"LENCICI ou LANZCHITZ, LANDCHUTZ, & par Delisle, LENCICZA","LENCICI ou LANZCHITZ, LANDCHUTZ, & par Delisle, LENCICZA, (Géog.)​ en latin moderne, Lencicia, ville de Pologne, capitale du palatinat de même nom, avec une forteresse sur un rocher. La noblesse de la province y tient sa diete. Elle est dans un marais, au bord de la riviere de Bsura, à 20 lieues S. E. de Gnesne, 32 O. de Warsovie, 55 N. O. de Cracovie. Long. 37. lat. 52. 12.","[[""52 12' N 37 E""]]",,52 12' N 37 E,52 12' N 37 E
v9-1237-0,"LENTINI, Leontium","LENTINI, Leontium, (Géog.)​ ancienne ville de Sicile dans la vallée de Noto ; elle fut fort endommagée par un tremblement de terre en 1693. Elle est sur la riviere de même nom à 5 milles de la mer, 10 S. O. de Catane, 20 N. O. de Syracuse. Long.​32. 50. lat. 37. 18. Voyez Léontini. (D. J.)​","[[""37 18' N 32 50' E""]]",,37 18' N 32 50' E,37 18' N 32 50' E
v9-1282-0,LÉRICE,"LÉRICE, (Gram.) en latin erix, ou ericis portus, bourg ou petite ville d'Italie, avec une espece de port sur la côte orientale du golfe de la Spécia, dans l'état de Gènes, à 5 milles de la Spécia, & à 40 de Porto-fino. Long. 27. 30. lat. 44. 5.","[[""44 5' N 27 30' E""]]",,44 5' N 27 30' E,44 5' N 27 30' E
v9-1286-0,LERME,"LERME, (Géog.) petite ville d'Espagne, dans la vieille Castille, erigée en duché par Philippes III. en 1599, en saveur de son favori & premier ministre le due de Lerme, qui devint cardinal après la mort de sa femme, & qui y bâtit le château de Lerme. La ville est sur la petite riviere d'Arlanzon, à 6 lieues de Burgos, & à 12 de Valladolid. Long. 14. 10. let. 61. 30.","[[""51 36' N 14 15' E""]]",,51 36' N 14 15' E,61 30' N 14 10' E
v9-1321-0,LÉTRIM,"LÉTRIM, (Géog.)​ contrée montagneuse d’Irlande, dans la province de Connaught, au nord-est de cette province. Elle a 40 milles de longueur, sur 18 de largeur, abonde en excellens pâturages, & est divisée en cinq baronies. La capitale de ce comté porte le nom de Létrim, située à 75 milles de Dublin. Long 9. 35. lat. 54. 3.","[[""54 3' N 9 35' E""]]",,54 3' N 9 35' E,54 3' N 9 35' O
v9-136-0,IZQUINTENANGO,"IZQUINTENANGO, (Géogr.)​ ville de l’Amérique dans la nouvelle Espagne, dans la province de Chiapa. On y recueille beaucoup de coton & d’ananas, & c’est une des plus jolies villes d’Indiens de toute la province. Elle est sur les bords de la grande riviere qui passe à Chiapa, & qui est ici également large & profonde. Long. 84. lat. 16. 50. (D. J.)​","[[""16 50' N 84 E""]]",,16 50' N 84 E,16 50' N 84 O
v9-1385-0,LEUTKIRCH,"LEUTKIRCH, (Géog.)​ ville libre & impériale d’Allemagne, en Souabe, dans l’Algow, sur le torrent d’Eschach, à six milles N. E. de Lindau, quatre O. de Kempten, trois S O. de Memmingen. Long. 27. 45. lat. 47. 44.


Jean Faber de l’ordre de S. Dominique, & qui fit tant d’écrits contre les Luthériens au commencement du xvj. siecle, étoit de Leutkirch. Ses principaux ouvrages polémiques, forment 3 vol. in-folio. Celui qu’il intitula Malleus Hæreticorum, le marteau des hérétiques, lui en valut le surnom. Il soutint Zuingle, tant qu’il ne prêcha que contre les indulgences ; mais il fulmina contre ses dogmes & ceux de Luther. Dans la célebre conférence qu’il eut à Zurich en 1526, où on lui alléguoit l’évangile comme regle de la foi, il répondit : « Qu’on auroit bien pu vivre en paix, quand il n’y auroit point eu d’évangile ». Cette vivacité qui lui échappa dans la dispute, ne lui fit point de tort auprès de l’empereur Ferdinand, qui le nomma son confesseur, & lui donna pour récompense de ses travaux l’évêché de Vienne. Erasme en ayant appris la nouvelle, dit que Luther, malgré sa pauvreté, trouvoit encore le moyen d’enrichir ses ennemis. Jean Faber mourut à Vienne en 1541, âgé de 63 ans. (D. J.)​","[[""47 44' N 27 45' E""]]",,47 44' N 27 45' E,47 44' N 27 45' E
